,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,Start_Year,End/Current_Year,Format,Careerspan
247,Australia,TM Chappell,20,13,0,229,110,17.61,365,62.73,1,0,2,18,0,1980,1983,ODI,3
681,New_Zealand_Zealand,DR Flynn,20,17,2,228,35,15.2,360,63.33,0,0,3,23,2,2008,2012,ODI,4
2959,Bangladesh,Aftab Ahmed,11,11,1,228,62,22.8,178,128.08,0,1,0,26,6,2006,2010,T20,4
1286,West_Indies_Indies,TM Dowlin,11,11,2,228,100,25.33,348,65.51,1,1,2,20,1,2009,2010,ODI,1
1287,West_Indies_Indies,M Dillon,108,51,20,227,21,7.32,411,55.23,0,0,9,11,3,1997,2005,ODI,8
1530,India,AO Malhotra,7,10,1,226,72,25.11,144,43.75,0,1,2,8,0,1982,1985,Test,3
248,Australia,AMJ Hilditch,8,8,0,226,72,28.25,476,47.47,0,1,0,15,0,1979,1985,ODI,6
3041,England,DJ Willey,43,26,11,226,33,15.06,173,130.63,0,0,2,15,13,2015,2022,T20,7
2386,South_Africa_Africa,MJ Procter,7,10,1,226,48,25.11,382,54.71,0,0,1,21,3,1967,1970,Test,3
3334,South_Africa_Africa,GF Linde,22,17,3,225,48,16.07,160,140.62,0,0,3,12,13,2020,2025,T20,5
3333,South_Africa_Africa,MN van Wyk,8,7,1,225,114,37.5,157,143.31,1,1,0,19,14,2007,2015,T20,8
3437,Sri_Lanka_Lanka,DAS Gunaratne,12,12,3,225,84,25.0,178,126.4,0,2,2,19,6,2016,2017,T20,1
85,India,Mohammed Shami,108,49,20,225,25,7.75,273,82.41,0,0,6,17,9,2013,2025,ODI,12
1531,India,NS Tamhane,21,27,5,225,54,10.22,0,0.0,0,1,8,4,0,1955,1961,Test,6
3538,West_Indies_Indies,CAK Walton,19,17,0,225,40,13.23,203,110.83,0,0,5,23,11,2014,2018,T20,4
2960,Bangladesh,Rony Talukdar,11,10,0,224,67,22.4,165,135.75,0,1,0,24,7,2015,2023,T20,8
249,Australia,KR Stackpole,6,6,0,224,61,37.33,387,57.88,0,3,0,28,0,1971,1974,ODI,3
250,Australia,BP Julian,25,17,0,224,35,13.17,250,89.6,0,0,4,17,6,1993,1999,ODI,6
551,England,JH Edrich,7,6,0,223,90,37.16,325,68.61,0,2,0,13,1,1971,1975,ODI,4
86,India,V Shankar,12,8,1,223,46,31.85,246,90.65,0,0,0,20,4,2019,2019,ODI,0
251,Australia,BR McDermott,5,5,0,223,104,44.6,278,80.21,1,1,1,19,5,2021,2022,ODI,1
836,Pakistan,Sarfraz Nawaz,45,31,8,221,34,9.6,345,64.05,0,0,5,16,1,1973,1984,ODI,11
1532,India,KS Bharat,7,12,1,221,44,20.09,417,52.99,0,0,0,19,6,2023,2024,Test,1
835,Pakistan,Wasim Bari,51,26,13,221,34,17.0,431,51.27,0,0,0,11,0,1973,1984,ODI,11
87,India,BKV Prasad,161,63,31,221,19,6.9,367,60.21,0,0,8,7,5,1994,2001,ODI,7
2223,Pakistan,Shafqat Rana,5,7,0,221,95,31.57,0,0.0,0,2,1,13,1,1964,1969,Test,5
2388,South_Africa_Africa,SR Harmer,10,14,2,221,47,18.41,624,35.41,0,0,0,19,1,2015,2023,Test,8
2387,South_Africa_Africa,WS Farrer,6,10,2,221,40,27.62,0,0.0,0,0,0,19,0,1962,1964,Test,2
682,New_Zealand_Zealand,DAJ Bracewell,21,14,2,221,57,18.41,274,80.65,0,1,1,14,7,2011,2022,ODI,11
2389,South_Africa_Africa,OE Wynne,6,12,0,219,50,18.25,81,11.11,0,1,0,0,0,1948,1950,Test,2
2472,Sri_Lanka_Lanka,UWMBCA Welegedara,21,30,6,218,48,9.08,423,51.53,0,0,4,30,4,2007,2014,Test,7
88,India,Y Venugopal Rao,16,11,2,218,61,24.22,363,60.05,0,1,2,16,3,2005,2006,ODI,1
3539,West_Indies_Indies,SSJ Brooks,13,12,1,218,56,19.81,212,102.83,0,1,2,15,11,2021,2022,T20,1
1288,West_Indies_Indies,FA Rose,27,23,5,217,30,12.05,265,81.88,0,0,2,15,6,1997,2000,ODI,3
2390,South_Africa_Africa,C Bosch,3,4,2,217,100,108.5,259,83.78,1,1,1,29,0,2024,2025,Test,1
958,South_Africa_Africa,EO Simons,23,18,4,217,24,15.5,295,73.55,0,0,1,10,3,1994,1995,ODI,1
683,New_Zealand_Zealand,TA Boult,114,52,28,216,21,9.0,279,77.41,0,0,2,20,7,2012,2023,ODI,11
89,India,V Dahiya,19,15,2,216,51,16.61,267,80.89,0,1,2,18,3,2000,2001,ODI,1
3042,England,TT Bresnan,34,22,9,216,47,16.61,170,127.05,0,0,3,16,6,2006,2014,T20,8
3439,Sri_Lanka_Lanka,KMDN Kulasekara,58,30,9,215,31,10.23,184,116.84,0,0,4,14,7,2008,2017,T20,9
552,England,BA Carse,24,16,5,215,32,19.54,273,78.75,0,0,0,14,5,2021,2025,ODI,4
684,New_Zealand_Zealand,WK Lees,31,24,5,215,26,11.31,307,70.03,0,0,1,11,4,1979,1983,ODI,4
3438,Sri_Lanka_Lanka,EMDY Munaweera,13,13,1,215,53,17.91,164,131.09,0,1,1,25,7,2012,2017,T20,5
2391,South_Africa_Africa,DL Piedt,12,17,3,214,56,15.28,619,34.57,0,1,2,20,3,2014,2024,Test,10
3440,Sri_Lanka_Lanka,S Prasanna,20,20,6,214,37,15.28,161,132.91,0,0,0,13,13,2013,2017,T20,4
1533,India,BS Sandhu,8,11,4,214,71,30.57,185,62.16,0,2,1,17,3,1983,1983,Test,0
2473,Sri_Lanka_Lanka,BAW Mendis,19,19,6,213,78,16.38,455,46.81,0,1,2,25,1,2008,2014,Test,6
3237,Pakistan,Shaheen Shah Afridi,81,28,11,213,23,12.52,179,118.99,0,0,4,12,15,2018,2025,T20,7
837,Pakistan,Naseem Shah,28,15,6,212,51,23.55,235,90.21,0,1,1,13,11,2022,2025,ODI,3
1289,West_Indies_Indies,NO Perry,21,16,8,212,52,26.5,340,62.35,0,1,2,12,0,1999,2000,ODI,1
252,Australia,DJM Short,8,8,1,211,69,30.14,269,78.43,0,1,1,16,1,2018,2020,ODI,2
1749,Bangladesh,Shafiul Islam,11,21,1,211,53,10.55,439,48.06,0,1,2,31,3,2010,2017,Test,7
2474,Sri_Lanka_Lanka,DP Samaraweera,7,14,0,211,42,15.07,805,26.21,0,0,1,18,0,1993,1995,Test,2
685,New_Zealand_Zealand,IS Sodhi,54,26,4,210,35,9.54,289,72.66,0,0,6,8,10,2015,2024,ODI,9
3238,Pakistan,Haris Sohail,14,13,2,210,52,19.09,204,102.94,0,2,1,16,3,2013,2019,T20,6
1121,Sri_Lanka_Lanka,CPH Ramanayake,62,35,14,210,26,10.0,374,56.14,0,0,7,13,1,1986,1995,ODI,9
1120,Sri_Lanka_Lanka,KS Lokuarachchi,21,18,3,210,69,14.0,262,80.15,0,1,2,9,5,2003,2007,ODI,4
1750,Bangladesh,Naimur Rahman,8,15,1,210,48,15.0,458,45.85,0,0,1,31,0,2000,2002,Test,2
3335,South_Africa_Africa,CA Ingram,9,9,1,210,78,26.25,162,129.62,0,1,1,23,7,2010,2012,T20,2
839,Pakistan,Tahir Naqqash,40,23,9,210,61,15.0,242,86.77,0,1,4,11,3,1980,1985,ODI,5
838,Pakistan,Kamran Ghulam,11,7,0,210,103,30.0,212,99.05,1,1,1,19,9,2023,2025,ODI,2
2392,South_Africa_Africa,PS Heine,14,24,3,209,31,9.95,3,0.0,0,0,3,12,4,1955,1962,Test,7
840,Pakistan,Mushtaq Mohammad,10,9,3,209,55,34.83,353,59.2,0,1,0,12,0,1973,1978,ODI,5
1534,India,CT Sarwate,9,17,1,208,37,13.0,459,21.78,0,0,4,5,0,1946,1951,Test,5
3441,Sri_Lanka_Lanka,BMAJ Mendis,22,15,4,207,43,18.81,174,118.96,0,0,1,18,6,2011,2018,T20,7
1535,India,PG Joshi,12,20,1,207,52,10.89,0,0.0,0,1,3,7,0,1951,1960,Test,9
686,New_Zealand_Zealand,MHW Papps,6,6,2,207,92,51.75,342,60.52,0,2,0,24,0,2004,2005,ODI,1
90,India,Kuldeep Yadav,113,42,21,207,19,9.85,407,50.85,0,0,3,14,0,2017,2025,ODI,8
2224,Pakistan,Sajid Khan,12,16,2,206,48,14.71,359,57.38,0,0,1,22,5,2021,2025,Test,4
553,England,DL Bairstow,21,20,6,206,23,14.71,390,52.82,0,0,1,12,1,1979,1984,ODI,5
1751,Bangladesh,Yasir Ali,6,11,1,205,55,20.5,444,46.17,0,1,1,26,0,2021,2022,Test,1
3136,New_Zealand_Zealand,DL Vettori,34,22,6,205,38,12.81,190,107.89,0,0,3,14,2,2007,2014,T20,7
687,New_Zealand_Zealand,PE McEwan,17,15,0,204,41,13.6,346,58.95,0,0,0,11,0,1980,1985,ODI,5
1536,India,DJ Gandhi,4,7,1,204,88,34.0,545,37.43,0,2,2,27,1,1999,1999,Test,0
3540,West_Indies_Indies,DS Smith,6,6,0,203,61,33.83,161,126.08,0,2,0,22,5,2007,2009,T20,2
1537,India,BKV Prasad,33,47,20,203,30,7.51,703,28.87,0,0,10,11,0,1996,2001,Test,5
3336,South_Africa_Africa,JM Kemp,8,7,3,203,89,50.75,160,126.87,0,1,0,17,10,2005,2007,T20,2
2475,Sri_Lanka_Lanka,NLTC Perera,6,10,0,203,75,20.3,278,73.02,0,1,0,21,4,2011,2012,Test,1
91,India,DL Chahar,13,9,3,203,69,33.83,207,98.06,0,2,1,17,8,2018,2022,ODI,4
1538,India,DC Jurel,4,6,1,202,90,40.4,380,53.15,0,1,0,14,7,2024,2024,Test,0
3337,South_Africa_Africa,J Botha,40,20,9,201,34,18.27,165,121.81,0,0,1,15,9,2006,2012,T20,6
2225,Pakistan,Zulfiqar Ahmed,9,10,4,200,63,33.33,0,0.0,0,1,1,7,2,1952,1956,Test,4
1290,West_Indies_Indies,FA Allen,20,16,3,200,51,15.38,203,98.52,0,1,2,18,8,2018,2022,ODI,4
2961,Bangladesh,Taskin Ahmed,76,36,16,200,31,10.0,210,95.23,0,0,6,18,6,2014,2025,T20,11
554,England,APE Knott,20,14,4,200,50,20.0,247,80.97,0,1,2,17,1,1971,1977,ODI,6
1539,India,Kuldeep Yadav,13,17,2,199,40,13.26,698,28.51,0,0,4,18,1,2017,2024,Test,7
841,Pakistan,Moin-ul-Atiq,5,5,0,199,105,39.8,279,71.32,1,0,0,6,0,1988,1989,ODI,1
253,Australia,NW Bracken,116,35,18,199,21,11.7,282,70.56,0,0,5,10,5,2001,2009,ODI,8
959,South_Africa_Africa,M Ntini,172,46,23,199,42,8.65,298,66.77,0,0,9,16,6,1998,2009,ODI,11
555,England,Z Crawley,8,8,1,199,58,28.42,205,97.07,0,2,3,23,2,2021,2023,ODI,2
1291,West_Indies_Indies,OF Smith,9,8,1,199,46,28.42,119,167.22,0,0,0,14,15,2022,2023,ODI,1
3137,New_Zealand_Zealand,IS Sodhi,126,39,12,198,19,7.33,194,102.06,0,0,6,12,9,2014,2025,T20,11
842,Pakistan,Ijaz Faqih,27,19,3,197,42,12.31,351,56.12,0,0,4,15,0,1980,1988,ODI,8
2477,Sri_Lanka_Lanka,PB Dassanayake,11,17,2,196,36,13.06,560,35.0,0,0,3,21,0,1993,1994,Test,1
2476,Sri_Lanka_Lanka,PW Hasaranga,4,7,0,196,59,28.0,227,86.34,0,1,0,29,1,2020,2021,Test,1
3239,Pakistan,Sohail Tanvir,57,25,8,196,41,11.52,164,119.51,0,0,2,16,9,2007,2017,T20,10
1123,Sri_Lanka_Lanka,ASA Perera,20,13,2,195,56,17.72,257,75.87,0,1,1,15,3,1998,2001,ODI,3
1122,Sri_Lanka_Lanka,GSNFG Jayasuriya,12,10,1,195,96,21.66,273,71.42,0,1,2,13,2,2015,2019,ODI,4
688,New_Zealand_Zealand,AP Devcich,12,11,0,195,58,17.72,253,77.07,0,1,2,25,0,2013,2016,ODI,3
1540,India,STR Binny,6,10,1,194,78,21.55,333,58.25,0,1,2,23,1,2014,2015,Test,1
2226,Pakistan,Shahid Nazir,15,19,3,194,40,12.12,418,46.41,0,0,3,22,2,1996,2007,Test,11
3240,Pakistan,Fawad Alam,24,17,6,194,28,17.63,169,114.79,0,0,1,7,7,2007,2010,T20,3
92,India,V Rathour,7,7,0,193,54,27.57,331,58.3,0,2,0,16,1,1996,1997,ODI,1
2478,Sri_Lanka_Lanka,RMS Eranga,19,26,11,193,45,12.86,469,41.15,0,0,4,26,0,2011,2016,Test,5
689,New_Zealand_Zealand,PJ Ingram,8,7,0,193,69,27.57,238,81.09,0,1,0,30,0,2010,2010,ODI,0
3541,West_Indies_Indies,OF Smith,27,20,7,193,27,14.84,138,139.85,0,0,2,13,12,2018,2023,T20,5
2769,India,Washington Sundar,54,22,8,193,50,13.78,159,121.38,0,1,4,16,9,2017,2025,T20,8
843,Pakistan,Akram Raza,49,25,14,193,33,17.54,310,62.25,0,0,4,8,2,1989,1995,ODI,6
690,New_Zealand_Zealand,C Pringle,64,41,19,193,34,8.77,256,75.39,0,0,3,8,5,1990,1995,ODI,5
3242,Pakistan,Asad Shafiq,10,10,0,192,38,19.2,185,103.78,0,0,0,19,2,2010,2012,T20,2
254,Australia,AJ Turner,9,7,1,192,84,32.0,160,120.0,0,1,0,10,10,2019,2021,ODI,2
2227,Pakistan,Fakhar Zaman,3,6,0,192,94,32.0,359,53.48,0,2,0,20,1,2018,2019,Test,1
960,South_Africa_Africa,D Pretorius,27,13,1,192,50,16.0,224,85.71,0,1,1,14,5,2016,2022,ODI,6
1541,India,Ghulam Ahmed,22,31,9,192,50,8.72,0,0.0,0,1,9,0,3,1948,1959,Test,11
3241,Pakistan,Mukhtar Ahmed,6,6,0,192,83,32.0,134,143.28,0,2,0,23,5,2015,2015,T20,0
2479,Sri_Lanka_Lanka,L Embuldeniya,17,27,1,191,40,7.34,583,32.76,0,0,8,17,6,2019,2022,Test,3
1365,Afghanistan,Shabir Noori,10,10,0,191,94,19.1,300,63.66,0,1,2,21,3,2010,2016,ODI,6
2393,South_Africa_Africa,PR Carlstein,8,14,1,190,42,14.61,0,0.0,0,0,1,14,0,1958,1964,Test,6
255,Australia,CJ McKay,59,31,10,190,30,9.04,337,56.37,0,0,3,15,2,2009,2014,ODI,5
2480,Sri_Lanka_Lanka,RMMP Rathnayake,5,6,0,190,72,31.66,324,58.64,0,1,0,22,3,2024,2025,Test,1
1752,Bangladesh,Shahadat Hossain,6,12,0,190,31,15.83,493,38.53,0,0,1,23,0,2023,2024,Test,1
3043,England,SR Patel,18,14,2,189,67,15.75,173,109.24,0,1,2,17,5,2011,2013,T20,2
3243,Pakistan,Irfan Khan,14,11,4,189,37,27.0,140,135.0,0,0,1,20,7,2024,2025,T20,1
93,India,PP Shaw,6,6,0,189,49,31.5,166,113.85,0,0,0,32,2,2020,2021,ODI,1
3044,England,IR Bell,8,8,1,188,60,26.85,163,115.33,0,1,0,23,2,2006,2014,T20,8
2394,South_Africa_Africa,EA Halliwell,8,15,0,188,57,12.53,0,0.0,0,1,3,0,0,1892,1902,Test,10
1124,Sri_Lanka_Lanka,BAW Mendis,87,42,19,188,21,8.17,263,71.48,0,0,10,16,2,2008,2015,ODI,7
3542,West_Indies_Indies,KMA Paul,23,16,7,187,29,20.77,166,112.65,0,0,2,10,11,2018,2022,T20,4
3139,New_Zealand_Zealand,CJ Bowes,11,11,0,187,54,17.0,156,119.87,0,1,1,27,2,2023,2023,T20,0
3138,New_Zealand_Zealand,CD McMillan,8,7,1,187,57,31.16,117,159.82,0,1,0,8,14,2005,2007,T20,2
2395,South_Africa_Africa,A Nortje,19,33,9,187,40,7.79,618,30.25,0,0,8,27,0,2019,2023,Test,4
1542,India,PH Sharma,5,10,0,187,54,18.7,245,25.3,0,1,0,21,2,1974,1977,Test,3
356,Bangladesh,Nasum Ahmed,18,11,2,186,44,20.66,205,90.73,0,0,0,18,7,2022,2024,ODI,2
2396,South_Africa_Africa,PL Winslow,5,9,0,186,108,20.66,0,0.0,1,0,1,14,5,1950,1955,Test,5
2481,Sri_Lanka_Lanka,EAR de Silva,10,16,4,185,50,15.41,508,22.24,0,1,3,8,0,1985,1991,Test,6
556,England,CJ Jordan,35,24,9,184,38,12.26,211,87.2,0,0,3,12,5,2013,2022,ODI,9
1292,West_Indies_Indies,EAE Baptiste,43,16,4,184,31,15.33,241,76.34,0,0,0,9,0,1983,1990,ODI,7
961,South_Africa_Africa,JL Ontong,27,15,2,184,32,14.15,265,69.43,0,0,0,18,1,2001,2012,ODI,11
357,Bangladesh,Sohag Gazi,20,16,4,184,30,15.33,213,86.38,0,0,0,18,4,2012,2014,ODI,2
2770,India,R Ashwin,65,19,12,184,31,26.28,160,115.0,0,0,0,17,4,2010,2022,T20,12
844,Pakistan,Saadat Ali,8,7,1,184,78,30.66,341,53.95,0,1,0,13,0,1984,1984,ODI,0
2228,Pakistan,Ijaz Faqih,5,8,1,183,105,26.14,474,38.6,1,0,2,16,4,1980,1988,Test,8
1543,India,SP Gupte,36,42,13,183,21,6.31,0,0.0,0,0,6,2,0,1951,1961,Test,10
2864,Australia,BJ Hodge,15,11,4,183,36,26.14,144,127.08,0,0,0,9,7,2007,2014,T20,7
1125,Sri_Lanka_Lanka,SI de Saram,15,13,2,183,38,16.63,270,67.77,0,0,0,12,1,1999,2001,ODI,2
1126,Sri_Lanka_Lanka,KNM Fernando,7,6,0,182,69,30.33,212,85.84,0,2,0,21,2,2024,2025,ODI,1
2229,Pakistan,Aftab Gul,6,8,0,182,33,22.75,286,37.06,0,0,0,16,0,1969,1971,Test,2
1293,West_Indies_Indies,SJ Benn,47,30,7,182,31,7.91,240,75.83,0,0,5,19,3,2008,2016,ODI,8
2397,South_Africa_Africa,CP Carter,10,15,5,181,45,18.1,0,0.0,0,0,3,3,1,1912,1924,Test,12
845,Pakistan,Tayyab Tahir,11,10,2,181,38,22.62,177,102.25,0,0,0,18,3,2024,2025,ODI,1
2482,Sri_Lanka_Lanka,DA Gunawardene,6,11,0,181,43,16.45,323,56.03,0,0,1,33,0,1999,2005,Test,6
256,Australia,JR Thomson,50,30,6,181,21,7.54,280,64.64,0,0,5,9,2,1975,1985,ODI,10
1544,India,RH Shodhan,3,4,1,181,110,60.33,0,0.0,1,0,0,15,0,1952,1953,Test,1
1753,Bangladesh,Enamul Haque,10,19,4,180,24,12.0,520,34.61,0,0,3,25,1,2001,2003,Test,2
94,India,SB Bangar,15,15,2,180,57,13.84,239,75.31,0,1,3,14,3,2002,2004,ODI,2
557,England,DG Cork,32,21,3,180,31,10.0,271,66.42,0,0,4,13,1,1992,2002,ODI,10
962,South_Africa_Africa,JT Smuts,6,5,1,180,84,45.0,229,78.6,0,1,0,20,1,2020,2021,ODI,1
1127,Sri_Lanka_Lanka,B Warnapura,12,12,0,180,77,15.0,415,43.37,0,1,1,21,0,1975,1982,ODI,7
691,New_Zealand_Zealand,AF Milne,50,22,8,180,36,12.85,205,87.8,0,0,3,11,4,2012,2024,ODI,12
2398,South_Africa_Africa,JFW Nicolson,3,5,0,179,78,35.8,0,0.0,0,1,0,0,0,1928,1928,Test,0
2865,Australia,AM Hardie,15,10,3,179,28,25.57,140,127.85,0,0,0,19,5,2023,2025,T20,2
1294,West_Indies_Indies,DM Richards,8,7,0,179,59,25.57,251,71.31,0,2,0,21,3,2009,2010,ODI,1
2230,Pakistan,Imran Butt,6,10,0,178,91,17.8,453,39.29,0,1,2,20,0,2021,2021,Test,0
2962,Bangladesh,Nazimuddin,7,7,0,178,81,25.42,158,112.65,0,1,2,13,10,2007,2008,T20,1
2231,Pakistan,Younis Ahmed,4,7,1,177,62,29.5,382,19.37,0,1,1,17,0,1969,1987,Test,18
2483,Sri_Lanka_Lanka,HM Goonatilleke,5,10,2,177,56,22.12,399,42.6,0,1,1,21,0,1982,1982,Test,0
95,India,SC Khanna,10,10,2,176,56,22.0,265,66.41,0,2,1,16,2,1979,1984,ODI,5
3442,Sri_Lanka_Lanka,LPC Silva,16,15,2,175,38,13.46,177,98.87,0,0,0,19,3,2006,2011,T20,5
558,England,MD Moxon,8,8,0,174,70,21.75,325,53.53,0,1,1,12,0,1985,1988,ODI,3
3338,South_Africa_Africa,JT Smuts,13,13,0,174,45,13.38,165,105.45,0,0,1,18,6,2017,2021,T20,4
3339,South_Africa_Africa,WD Parnell,56,23,13,174,29,17.4,180,96.66,0,0,1,13,4,2009,2023,T20,14
692,New_Zealand_Zealand,BR Blair,14,14,2,174,29,14.5,253,68.77,0,0,2,12,1,1982,1986,ODI,4
257,Australia,GC Dyer,23,13,2,174,45,15.81,227,76.65,0,0,1,8,4,1986,1988,ODI,2
2399,South_Africa_Africa,XC Balaskas,9,13,1,174,122,14.5,0,0.0,1,0,5,0,0,1930,1939,Test,9
3140,New_Zealand_Zealand,L Vincent,9,9,0,174,42,19.33,174,100.0,0,0,1,17,3,2006,2007,T20,1
559,England,GRJ Roope,8,8,0,173,44,21.62,342,50.58,0,0,1,7,2,1973,1978,ODI,5
1754,Bangladesh,Mosaddek Hossain,4,8,2,173,75,28.83,375,46.13,0,1,1,13,4,2017,2022,Test,5
2400,South_Africa_Africa,CH Morris,4,7,0,173,69,24.71,362,47.79,0,1,0,25,0,2016,2017,Test,1
2401,South_Africa_Africa,S Muthusamy,5,7,3,173,68,43.25,402,43.03,0,1,0,15,2,2019,2025,Test,6
693,New_Zealand_Zealand,SB Doull,42,27,13,172,22,12.28,188,91.48,0,0,2,12,5,1992,2000,ODI,8
2771,India,IK Pathan,24,14,7,172,33,24.57,144,119.44,0,0,0,9,7,2006,2012,T20,6
1295,West_Indies_Indies,MW Forde,13,10,2,172,58,21.5,138,124.63,0,1,1,10,14,2023,2025,ODI,2
560,England,T Banton,7,6,0,172,58,28.66,186,92.47,0,1,0,21,4,2020,2025,ODI,5
358,Bangladesh,Hasibul Hossain,32,26,6,172,21,8.6,247,69.63,0,0,3,10,5,1995,2004,ODI,9
1545,India,CS Pandit,5,8,1,171,39,24.42,331,51.66,0,0,0,18,0,1986,1992,Test,6
694,New_Zealand_Zealand,DK Morrison,96,43,24,171,20,9.0,400,42.75,0,0,7,8,2,1987,1996,ODI,9
2963,Bangladesh,Rishad Hossain,40,25,6,170,53,8.94,131,129.77,0,1,4,9,14,2023,2025,T20,2
2232,Pakistan,Tanvir Ahmed,5,7,2,170,57,34.0,271,62.73,0,1,0,26,0,2010,2013,Test,3
963,South_Africa_Africa,PS de Villiers,83,36,15,170,20,8.09,218,77.98,0,0,7,13,2,1992,1997,ODI,5
2772,India,M Vijay,9,9,0,169,48,18.77,154,109.74,0,0,1,13,8,2010,2015,T20,5
2402,South_Africa_Africa,WVS Ling,6,10,0,168,38,16.8,0,0.0,0,0,3,13,1,1921,1923,Test,2
695,New_Zealand_Zealand,RA Jones,5,5,0,168,63,33.6,329,51.06,0,1,0,14,2,2003,2003,ODI,0
561,England,MA Wood,70,29,16,168,43,12.92,167,100.59,0,0,5,16,5,2015,2025,ODI,10
1296,West_Indies_Indies,RS Gabriel,11,11,0,167,41,15.18,360,46.38,0,0,2,16,3,1984,1984,ODI,0
562,England,JE Morris,8,8,1,167,63,23.85,225,74.22,0,1,0,18,0,1990,1991,ODI,1
2233,Pakistan,Anil Dalpat,9,12,1,167,52,15.18,507,32.93,0,1,0,20,0,1984,1985,Test,1
2484,Sri_Lanka_Lanka,KR Pushpakumara,23,31,12,166,44,8.73,483,34.36,0,0,5,19,4,1994,2001,Test,7
3045,England,ME Trescothick,3,3,0,166,72,55.33,131,126.71,0,2,0,23,1,2005,2006,T20,1
846,Pakistan,Haroon Rasheed,12,10,2,166,63,20.75,316,52.53,0,1,0,6,0,1977,1982,ODI,5
359,Bangladesh,Mustafizur Rahman,112,57,35,166,20,7.54,339,48.96,0,0,10,18,1,2015,2025,ODI,10
696,New_Zealand_Zealand,MJ Hay,7,5,1,166,99,41.5,159,104.4,0,1,1,11,8,2024,2025,ODI,1
3342,South_Africa_Africa,AL Phehlukwayo,42,25,7,166,27,9.22,153,108.49,0,0,7,16,5,2017,2024,T20,7
563,England,A McGrath,14,12,2,166,52,16.6,353,47.02,0,1,1,11,0,2003,2004,ODI,1
258,Australia,AM Hardie,13,10,0,166,44,16.6,199,83.41,0,0,1,15,2,2023,2025,ODI,2
3340,South_Africa_Africa,M Jansen,17,12,3,166,54,18.44,111,149.54,0,1,1,13,11,2022,2024,T20,2
3341,South_Africa_Africa,K Rabada,66,25,15,166,22,16.6,147,112.92,0,0,4,14,6,2014,2025,T20,11
360,Bangladesh,Nurul Hasan,7,5,3,165,45,82.5,174,94.82,0,0,0,15,3,2016,2023,ODI,7
1366,Afghanistan,Riaz Hassan,7,6,0,165,50,27.5,272,60.66,0,1,0,15,3,2022,2024,ODI,2
1755,Bangladesh,Abul Hasan,3,5,3,165,113,82.5,278,59.35,1,0,0,17,5,2012,2013,Test,1
3244,Pakistan,Umar Gul,60,27,9,165,32,9.16,156,105.76,0,0,6,11,10,2007,2016,T20,9
96,India,GAHM Parkar,10,10,1,165,42,18.33,332,49.69,0,0,0,11,0,1982,1984,ODI,2
564,England,MJ Lumb,3,3,0,165,106,55.0,203,81.28,1,0,0,12,3,2014,2014,ODI,0
1297,West_Indies_Indies,RB Kanhai,7,5,2,164,55,54.66,273,60.07,0,2,0,19,1,1973,1975,ODI,2
1298,West_Indies_Indies,D Bishoo,42,25,10,164,29,10.93,263,62.35,0,0,8,17,1,2011,2019,ODI,8
847,Pakistan,Shan Masood,9,9,0,163,50,18.11,234,69.65,0,1,2,19,0,2019,2023,ODI,4
97,India,RR Powar,31,19,5,163,54,11.64,260,62.69,0,1,0,12,2,2004,2007,ODI,3
565,England,JC Tredwell,45,25,11,163,30,11.64,242,67.35,0,0,3,9,4,2010,2015,ODI,5
3543,West_Indies_Indies,G Motie,39,20,7,163,33,12.53,126,129.36,0,0,3,11,11,2021,2025,T20,4
1299,West_Indies_Indies,MV Nagamootoo,24,18,6,162,33,13.5,270,60.0,0,0,1,17,1,2000,2002,ODI,2
566,England,JC Archer,31,18,9,162,38,18.0,150,108.0,0,0,2,18,5,2019,2025,ODI,6
697,New_Zealand_Zealand,JTC Vaughan,18,16,7,162,33,18.0,261,62.06,0,0,0,7,0,1992,1996,ODI,4
1756,Bangladesh,Anamul Haque,8,15,0,162,39,10.8,399,40.6,0,0,3,20,1,2013,2025,Test,12
3343,South_Africa_Africa,H Davids,9,9,0,161,68,17.88,134,120.14,0,2,2,18,4,2012,2013,T20,1
2485,Sri_Lanka_Lanka,MVT Fernando,28,40,17,161,38,7.0,618,26.05,0,0,13,16,1,2016,2025,Test,9
1300,West_Indies_Indies,SC Joseph,13,11,1,161,58,16.1,302,53.31,0,1,2,11,2,2000,2005,ODI,5
698,New_Zealand_Zealand,CD Cumming,13,13,1,161,45,13.41,301,53.48,0,0,3,20,0,2003,2009,ODI,6
1128,Sri_Lanka_Lanka,SKL de Silva,11,6,3,161,57,53.66,193,83.41,0,2,0,16,0,1997,1997,ODI,0
1129,Sri_Lanka_Lanka,K Weeraratne,15,9,1,160,41,20.0,177,90.39,0,0,0,10,3,2000,2008,ODI,8
259,Australia,JL Langer,8,7,2,160,36,32.0,180,88.88,0,0,0,13,4,1994,1997,ODI,3
2708,Afghanistan,Nasir Jamal,5,10,3,160,55,22.85,313,51.11,0,1,2,16,1,2019,2024,Test,5
2486,Sri_Lanka_Lanka,CI Dunusinghe,5,10,0,160,91,16.0,452,35.39,0,1,3,15,1,1995,1995,Test,0
1130,Sri_Lanka_Lanka,HMCM Bandara,31,17,4,160,31,12.3,224,71.42,0,0,3,8,5,2006,2010,ODI,4
